Unnamed: 0.1,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
3551863,3551863,CSc1cc(Oc2ccccc2C(=O)OCC(=O)N2CCCCCC2)ccc1N,2.897,3.146,3.479,3.595,3.672,3.74,3.781,3.881,4.063,4.137,4.237,4.333,4.338,4.389,4.396,4.436,4.497,4.684,4.728,4.808,4.887,4.996,5.039,5.041,5.049,5.065,5.115,5.131,5.212,5.248,5.284,5.309,5.376,5.434,5.479,5.487,5.523,5.577,5.583,5.605,5.648,5.664,5.672,5.716,5.73,5.76,5.784,5.82,5.879,5.972,0.0002538,0.00822029,7.57e-06,0.00426383,0.00034754,0.00061556,0.00013138,0.00011886,0.04980063,0.00011595,4.397e-05,0.00303509,0.01430812,0.00449151,0.00082271,0.00110799,0.00170378,0.00010346,0.03240747,0.00014824,0.01195364,0.11134985,0.00213292,0.00018879,0.00313009,0.0139446,0.00135344,0.02775063,0.00173269,0.00638373,0.02305712,0.00121791,0.02897813,0.00064606,0.00054841,0.01069725,0.00742521,0.01187031,6e-06,0.00035713,0.00554922,0.00115407,0.01163085,0.07522934,0.00888091,0.00184664,0.00052021,0.12775027,0.00166415,0.17333803,-1693653.999999407,-3.4586718634080134,0.0082374609209603,0.0239388263507368,0.0830042433408973,0
6423229,6423229,COC(=COc1c(C(C)=O)cc(C(=O)Nc2nc(C)c(C)o2)c2ccccc12)c1ccc(C)cc1OC,2.217,2.323,2.837,2.841,2.872,2.93,3.023,3.463,3.489,3.534,3.611,3.62,3.65,3.835,3.863,3.958,3.976,3.999,4.038,4.051,4.076,4.152,4.159,4.27,4.345,4.414,4.464,4.468,4.485,4.569,4.593,4.599,4.618,4.639,4.669,4.675,4.691,4.693,4.707,4.713,4.755,4.758,4.803,4.804,4.826,4.862,4.887,4.943,5.0,5.031,0.00601076,0.00827068,0.00033688,0.00163705,0.00717728,0.00419053,0.00047412,0.00046319,0.00121755,1.526e-05,0.04502587,0.01522228,0.00079627,0.01041611,0.00450183,0.00050775,0.00704783,0.00077695,0.00249388,0.00036484,0.00051457,0.00488832,8.924e-05,0.07480794,0.00060741,0.00835713,0.01612725,0.0292719,0.00095962,0.00556143,0.00024232,0.00239398,0.00067991,0.01005564,0.00386523,0.00024302,0.00722893,0.03128303,0.01499952,0.0058338,0.06635076,0.01879089,0.13986541,0.01864896,0.08825596,0.04064576,0.01874339,0.01961521,0.01177205,0.00672489,1177711.9999995902,-8.776282370730362,0.3339598987786364,-0.4488974300685668,0.106572253362264,3
6478854,6478854,CCn1cc(S(=O)(=O)N2CCCc3cc(O)ccc3C2)nn1,4.003,4.145,4.173,4.31,4.482,4.702,4.723,4.946,5.235,5.302,5.326,5.456,5.63,5.699,5.738,5.829,5.834,5.846,5.858,5.906,5.947,5.962,5.983,6.019,6.074,6.092,6.114,6.125,6.13,6.185,6.193,6.222,6.285,6.296,6.311,6.332,6.365,6.382,6.407,6.412,6.453,6.483,6.5,6.513,6.548,6.594,6.625,6.631,6.648,6.693,0.00020472,0.00053292,0.00169979,0.00302415,0.03971498,0.03306876,0.00769846,0.00062166,0.0064892,0.04019786,0.00134748,0.04244645,0.01953714,0.00017562,0.00017794,0.00819382,0.0045905,0.00208041,0.00367941,0.18544862,0.00559902,0.00025062,0.00109937,0.0001712,0.03381191,0.15063864,0.05901463,0.00622195,0.02431032,0.02706265,0.05196193,0.01111731,0.01264807,0.00458071,0.06750668,0.13445699,0.02444496,0.01842945,0.0043736,0.00322088,0.02842404,0.00058679,0.00223632,0.00193893,0.02317826,0.01127098,0.20107196,0.03707035,0.02309429,0.00580034,1233336.9999995683,3.244467149144761,-1.3698796630196202,-0.9699239311707856,0.2779033038167939,3
1675733,1675733,CCCN(Cc1ccc(CSC(F)F)o1)C(=O)C1(C#N)CCCCC1,4.294,4.677,5.164,5.221,5.411,5.502,5.568,5.906,6.044,6.084,6.173,6.2,6.258,6.264,6.279,6.354,6.363,6.442,6.48,6.505,6.533,6.624,6.668,6.675,6.758,6.774,6.788,6.854,6.894,6.922,6.988,7.077,7.132,7.156,7.164,7.201,7.209,7.277,7.287,7.319,7.327,7.353,7.392,7.429,7.439,7.466,7.473,7.475,7.512,7.537,0.00476588,0.01901444,0.01815712,0.25785135,0.02906747,0.00652294,0.00376688,0.0192105,0.00034546,0.01550132,0.00065097,0.00077979,0.00563635,0.00086717,0.07830992,0.00307741,0.00439225,0.00945881,0.0421019,0.00077661,0.02431006,0.00242559,0.01126453,0.00375969,0.00624209,0.00013549,0.0018574,0.00071364,0.01628658,0.01512554,0.0511672,0.0062144,0.00026375,0.00770243,0.05132896,0.00237657,0.00100554,9.044e-05,0.00087663,0.00054572,0.00070745,0.0003211,0.00332719,0.00037211,0.00086575,0.00043435,0.0007189,0.00274937,0.00037541,3.023e-05,-3569783.9999987567,8.643121309564737,-1.820390850118716,-0.6209892909104743,-0.3149836965464814,2
3938926,3938926,CCOc1ccc(NCC(=NC)N2CCC(O)(Cc3ccccc3F)CC2)c(C)c1,2.728,3.081,3.124,3.474,3.659,3.85,3.946,4.055,4.144,4.424,4.432,4.54,4.567,4.64,4.692,4.82,4.939,4.977,5.002,5.027,5.103,5.222,5.268,5.275,5.421,5.482,5.496,5.542,5.6,5.643,5.703,5.753,5.856,5.931,5.938,5.939,5.966,5.984,6.002,6.064,6.075,6.099,6.118,6.142,6.176,6.193,6.258,6.274,6.276,6.305,1.19e-06,0.00199452,9.3e-07,0.00021678,2.693e-05,2.21e-06,0.04853561,2.032e-05,1.44e-06,7.37e-06,0.00013724,5.6e-07,0.0004409,0.0488469,3.639e-05,2.01e-06,0.00053181,0.02907714,0.23284601,0.00162239,0.03308648,1.637e-05,0.00558454,0.00019479,0.00059911,0.0042622,0.00367304,8.05e-06,2.368e-05,0.00227496,0.0018215,0.0024891,0.00637862,0.00037197,0.00833498,0.01942768,0.01170575,0.02055359,0.24302262,0.00181588,0.01833068,0.00138213,0.04419672,0.00640309,0.54717161,0.02382297,0.01560304,0.07676043,0.00288433,0.02979522,-1306590.999999544,-1.2056781284292155,0.8884753486386839,-0.1662172650884789,0.023623279182874,0
2163384,2163384,CS(=O)(=O)CCc1ccc(OCC(=CO)Nc2ccccc2CN2C(=O)CN=C2O)cc1,3.616,3.713,3.977,3.996,4.168,4.274,4.309,4.323,4.406,4.452,4.481,4.515,4.596,4.618,4.643,4.71,4.717,4.772,4.853,4.883,4.924,4.99,5.027,5.037,5.087,5.218,5.242,5.259,5.275,5.282,5.314,5.334,5.352,5.356,5.383,5.405,5.428,5.45,5.472,5.532,5.544,5.558,5.575,5.601,5.635,5.649,5.651,5.693,5.699,5.706,0.00339204,0.0102342,0.02749704,0.00291149,0.11724682,0.00056083,0.00369254,0.00013263,0.00043383,0.00025549,0.00089223,0.02866231,0.01141491,0.00141854,6.562e-05,0.00013139,0.00013383,0.00023368,0.00217169,0.00234775,0.00346331,0.12234408,0.03120632,0.03150414,0.00091132,0.02720221,0.00148793,0.00020325,0.00309583,0.0008519,1.578e-05,8.794e-05,0.00322867,0.00245834,0.00121794,0.00843562,0.00106816,0.07473186,0.00788841,0.00532897,0.000302,0.00164308,0.0009993,2.374e-05,0.00266601,0.00927885,0.02594846,0.00051189,0.00115426,0.0010808,-3082132.999998925,-2.929620531006737,-1.6524850951254093,-0.0917047614081164,0.0733008261114206,0
5213589,5213589,Cc1ccc(NC(=NCc2ccccc2)NCCS(=O)(=O)NC(C)C)cc1C#Cc1ncccn1,2.989,3.357,3.414,3.44,3.606,3.739,3.83,3.86,3.922,3.966,4.02,4.023,4.078,4.117,4.127,4.147,4.161,4.237,4.334,4.346,4.357,4.387,4.413,4.443,4.574,4.599,4.602,4.627,4.638,4.641,4.657,4.662,4.706,4.744,4.746,4.819,4.846,4.869,4.914,4.925,4.94,5.032,5.078,5.099,5.125,5.139,5.143,5.177,5.184,5.193,0.00332143,1.544e-05,0.00249996,8.724e-05,0.01619088,0.00122021,1.56e-06,6.91e-05,4.589e-05,8.57e-06,0.07487181,0.01214413,0.00070346,0.03700142,0.00057442,0.00078017,0.00379732,6.867e-05,0.09799384,0.0010381,1.432e-05,0.00013832,2.143e-05,0.00048384,0.00106703,0.00565553,0.1143398,6.93e-06,0.00373752,0.00028427,2.52e-06,0.00890257,0.01296573,0.06907834,0.04594592,0.03066155,1.81e-06,0.00042435,2.8e-06,0.0001637,0.00531204,0.01249877,0.00237631,0.13225625,8.783e-05,0.00031895,0.001008,0.00221004,0.54417977,0.00332852,-31927.99999998474,-6.826010572893938,-1.244191228869365,-0.0643315023858251,-0.180503355427254,4
5838181,5838181,CCN=C(CNS(=O)(CC)=NC)NCc1c(C)cc(C(C)(C)C)cc1C,3.718,3.782,3.848,3.901,4.033,4.171,4.428,4.493,5.001,5.078,5.146,5.155,5.191,5.282,5.283,5.34,5.353,5.417,5.437,5.555,5.828,5.893,5.96,6.02,6.023,6.08,6.083,6.095,6.103,6.149,6.157,6.184,6.219,6.231,6.277,6.336,6.463,6.501,6.507,6.573,6.577,6.607,6.612,6.617,6.621,6.67,6.676,6.69,6.731,6.732,0.00130339,0.00010588,0.02142813,0.00299766,0.01094016,0.03211617,0.00167566,0.00010892,0.00040246,0.00114353,0.00300234,0.03208626,0.07211242,0.00166301,0.00013749,0.02589823,0.00082808,0.01520566,0.0005555,0.00372726,0.0033395,0.00447448,0.00311031,0.0168151,0.00013432,0.00321407,0.02041202,0.0279915,0.05850679,0.47764963,0.13925407,0.17982423,0.11420844,0.00330135,0.00884973,0.00371242,0.00446565,0.02190982,0.01204732,0.0018062,0.01347395,0.00854506,0.02014691,0.0340176,0.09798338,0.0004214,8.963e-05,0.05922054,0.00378154,0.00186696,592663.9999997915,2.4568964138736877,-0.0719055840467401,-0.3143939923303537,0.3585677284295613,4
6932150,6932150,CCc1c(NC(=NC)NCC(F)(F)F)cnn1CCC(C)C,5.088,5.184,5.551,5.629,5.929,5.946,6.437,6.476,6.6,6.727,7.059,7.145,7.254,7.298,7.414,7.591,7.645,7.662,7.72,7.768,7.816,7.935,7.947,7.988,8.029,8.055,8.11,8.17,8.187,8.207,8.335,8.432,8.446,8.485,8.576,8.618,8.704,8.745,8.777,8.855,8.873,8.958,9.033,9.073,9.096,9.138,9.162,9.18,9.192,9.237,0.14939928,0.01466747,0.02951463,0.00091875,0.0014425,0.01535339,0.00918507,0.0650792,0.15342618,0.00862664,0.40410215,0.00434908,0.08036773,0.03332286,0.00195779,0.01940012,0.00394486,0.02176514,0.00283654,0.07532965,0.02998502,0.00478576,0.00101034,0.11621886,0.00309752,0.00629189,0.02617754,0.00145064,0.00573299,0.08823223,0.00118261,0.00130984,0.00350412,0.00035417,0.00310012,0.0036174,0.00947546,0.00234772,0.00208302,0.00022507,0.02457486,0.005011,0.00270454,0.00028473,0.00089177,0.01041873,0.00586713,0.00150083,0.00629621,0.00312397,1686632.9999993974,17.487478654759702,-0.5423879387739624,-0.4053493682990987,0.0596600781053979,3
9408774,9408774,Cn1nc(-c2ccncc2)nc1NC(=Nn1cnnc1)c1ccsc1,2.939,3.065,3.238,3.275,3.513,3.591,3.737,3.838,3.878,3.883,3.943,4.005,4.096,4.129,4.13,4.146,4.223,4.328,4.471,4.474,4.495,4.633,4.642,4.689,4.752,4.755,4.822,4.867,4.885,4.961,4.997,5.0,5.01,5.047,5.116,5.153,5.168,5.188,5.222,5.237,5.315,5.4,5.429,5.472,5.501,5.525,5.56,5.577,5.662,5.673,0.0096177,0.00298332,0.00071744,4.309e-05,0.00755848,0.0055756,0.01644027,0.00083383,0.01423026,0.00016402,7.047e-05,0.0172689,0.19655455,0.00084745,0.00151096,0.01494409,0.04971376,0.00076847,0.0346975,0.00145363,0.12872917,0.02961169,1.352e-05,5.96e-06,0.00958362,0.00213703,0.00317202,0.02926269,0.05424841,0.01001942,0.02567132,0.0093055,0.0229732,0.25236282,0.00146815,0.00226085,0.02806642,0.05085813,0.02098025,0.02634607,0.0796688,0.02291991,0.0018612,0.00048863,2.386e-05,0.08649915,0.00018791,0.00184902,0.03634545,0.00740377,4163256.999998548,-5.422222661314531,-0.1139784768366968,0.2583397573165555,-0.0878800673111178,1
9496849,9496849,CCc1cccc(CC)c1N=C(NCCCN1C(=O)CCC1=O)NCc1nncn1C,3.584,3.854,4.385,4.43,4.437,4.476,4.533,4.607,4.735,4.819,4.904,4.943,5.047,5.128,5.136,5.164,5.175,5.185,5.211,5.325,5.403,5.411,5.432,5.432,5.434,5.452,5.51,5.609,5.614,5.641,5.701,5.707,5.75,5.758,5.79,5.794,5.804,5.9,5.912,5.916,5.95,5.965,6.006,6.011,6.017,6.04,6.056,6.131,6.136,6.171,1.065e-05,1.542e-05,1.47e-06,0.00022056,3.32e-06,2.642e-05,0.00864141,0.03003919,9.609e-05,0.00210793,0.00694021,2.993e-05,0.07957893,3.189e-05,6.478e-05,0.00012018,0.001437,0.00262819,3.36e-06,0.00027322,1.61e-05,7.058e-05,0.00207188,4.16e-05,5.7e-07,0.00024017,0.00132987,8.926e-05,5.023e-05,4.144e-05,0.00338139,0.00012226,4.15e-05,0.00031687,0.04125089,0.00617407,0.00231325,0.00520643,0.00060928,0.00062029,0.27636138,0.01378094,0.01630325,0.00263824,6.8e-06,0.00792307,7.591e-05,0.00061183,0.18769373,0.01965594,4251331.999998517,-0.2410013581273648,-1.6744795749225745,-0.3784732215509515,-0.0563391696944089,1
8593878,8593878,Cc1ccc(C(=O)OCCN2C(=O)CN=C2O)c2c1NCc1ccccc1OC2,3.85,3.906,3.995,4.074,4.08,4.228,4.231,4.367,4.396,4.435,4.437,4.451,4.526,4.592,4.606,4.664,4.68,4.69,4.692,4.823,4.832,4.91,4.964,4.973,5.156,5.168,5.195,5.303,5.344,5.416,5.462,5.464,5.483,5.512,5.514,5.53,5.543,5.595,5.605,5.609,5.632,5.668,5.685,5.69,5.803,5.811,5.822,5.844,5.856,5.878,0.00776642,7.622e-05,0.00784769,0.00389396,0.02703686,3.553e-05,0.00309251,0.0023319,0.00019085,0.00242047,4.366e-05,1.411e-05,0.0001312,0.01952592,0.0018814,1.592e-05,0.00033613,0.01149488,0.00371917,0.02466133,0.00038444,0.00397931,0.00087741,0.00010557,0.00943459,0.01243687,0.05654813,0.01179336,0.01176689,0.02091242,0.02821982,0.02877763,0.00070827,0.00144322,0.00114976,0.03613576,0.02483055,0.1206332,0.00901123,0.00492875,0.0745625,0.03545724,0.00182729,0.00062477,0.00011468,0.00314413,0.00904672,0.00036501,0.02782967,0.01672646,3348360.9999988326,-2.570272676412764,-1.479016967887102,0.4664051117699667,0.1008698464157286,1
6134635,6134635,C=CCN(NC)c1ccc(CC(=O)Nc2ccc(C)c(N3CCCC3)c2)cc1,3.285,3.441,3.472,3.828,3.837,3.931,3.986,4.027,4.043,4.188,4.198,4.263,4.4,4.538,4.559,4.701,4.764,4.961,5.021,5.12,5.153,5.202,5.224,5.304,5.332,5.343,5.359,5.485,5.584,5.723,5.811,5.841,5.862,5.878,5.896,5.903,5.945,5.986,6.002,6.018,6.066,6.07,6.143,6.16,6.225,6.248,6.285,6.318,6.353,6.37,5.52e-06,0.00057974,0.00015594,0.01586359,0.03118038,0.01708137,0.00692319,0.00013081,0.00017178,0.00233865,0.00341176,0.00806176,0.00432444,0.09605902,0.21952529,0.0084741,0.00586823,0.05352907,0.16003663,0.00011967,0.48062324,2.869e-05,0.00089284,0.00180824,0.11527975,0.00553042,0.00574648,0.0008263,0.00278364,1.095e-05,0.00055589,0.01579913,0.0019514,0.00077388,0.00055568,0.00034579,0.00126685,0.03922736,5.375e-05,0.0017476,0.01241538,9.366e-05,0.01068813,0.00557043,0.00601905,0.00238729,1.286e-05,0.49806868,0.02759464,0.0116693,889117.9999996922,-1.2012270663663405,0.4478316932082546,0.602154063151429,0.36312022340309,4
3389260,3389260,CCCN(NC)NC(=O)c1ccc(NC(=O)Nc2ccccc2OC(C)(C)C)cc1,3.003,3.288,3.302,3.55,3.63,3.71,3.812,3.929,3.939,3.957,3.989,4.07,4.161,4.275,4.346,4.435,4.443,4.508,4.55,4.6,4.609,4.695,4.722,4.738,4.779,4.803,4.876,4.9,4.936,5.077,5.175,5.277,5.316,5.35,5.357,5.374,5.39,5.416,5.553,5.592,5.628,5.649,5.652,5.672,5.747,5.773,5.829,5.902,5.929,5.934,0.00316294,0.02998593,0.00021951,0.00388338,0.0011255,0.01509183,0.00364455,4.589e-05,0.00212284,5.169e-05,0.00068737,0.00025968,7.353e-05,0.00014711,0.39547509,0.02022801,0.11750747,0.01412306,0.00821891,0.00382409,0.0015758,0.00286992,0.00040293,0.00013327,0.01301121,0.00030082,0.00232308,0.09812048,0.04089561,0.00592714,0.01015496,0.00010932,0.01940618,0.00016938,0.00108595,0.00981856,0.00960421,0.0777476,0.00033304,0.0096784,0.00365072,0.00306462,0.00012994,0.00211804,0.03743523,0.04949415,0.03015187,0.00789277,0.0025437,0.00119587,-1856256.9999993504,-4.1876604669379285,0.0272472192024537,0.5556161608197465,-0.2074348070462338,0
4364830,4364830,Nc1nc2c(s1)CCN(C(=O)Cc1csc(-c3cccnc3)n1)C2,2.526,2.591,2.933,3.415,3.434,3.608,3.794,3.818,3.866,3.966,4.089,4.121,4.247,4.294,4.387,4.493,4.5,4.636,4.717,4.755,4.788,4.796,4.801,4.856,4.903,5.01,5.02,5.086,5.161,5.166,5.199,5.212,5.306,5.372,5.378,5.418,5.499,5.517,5.518,5.634,5.663,5.68,5.707,5.707,5.734,5.754,5.791,5.831,5.836,5.857,4.602e-05,0.00446451,0.00087082,1.726e-05,0.00062285,0.00130259,0.28423167,0.00648561,0.00064108,0.00018314,5.65e-06,2.336e-05,0.00535081,1.958e-05,0.01878307,0.01044916,3.541e-05,0.10052965,0.01098763,1.717e-05,0.10827158,0.03195711,0.03065481,0.00050346,0.00010652,6.52e-06,0.00015173,0.01977727,1.65e-06,0.00063903,0.0063831,0.00034405,0.01876374,0.002076,0.00074368,0.00019771,0.04601935,0.00046648,0.00264564,1.239e-05,0.00046476,0.00257003,0.00057472,2.484e-05,0.00050724,0.03151247,0.00041401,0.00784592,0.01110268,0.00036389,-880686.9999996913,-4.061257022910593,0.720664591667806,-0.1940006463280409,-0.1887825733019052,4
6766816,6766816,C=CNCc1cccc(OCCCC#N)c1,3.42,3.904,4.68,5.371,5.43,5.443,5.848,6.02,6.098,6.128,6.142,6.308,6.316,6.332,6.382,6.517,6.569,6.579,6.612,6.64,6.871,6.988,6.998,7.027,7.054,7.108,7.148,7.173,7.227,7.257,7.27,7.391,7.398,7.442,7.496,7.539,7.565,7.657,7.707,7.746,7.868,7.869,7.878,7.886,7.894,7.999,8.096,8.101,8.112,8.114,3.923e-05,0.00163804,0.04619312,0.06877144,6e-08,3.8e-07,0.00888203,0.08367388,0.00940711,0.03328179,0.12521007,0.18473604,0.01988192,0.0040411,0.30502949,0.01440971,0.32296302,0.01940992,0.02009215,0.02322975,0.03893531,0.02796541,0.00199073,0.0137208,0.00927663,0.01152,0.08327525,0.04297649,0.01147879,9.608e-05,0.00049011,0.0005906,0.00286989,0.00130566,0.00197038,0.00815046,0.00204569,0.0004269,0.00017142,0.00212679,0.00028477,0.00051809,0.00104715,0.00295917,0.00010849,0.00031262,0.00331501,8.968e-05,0.00086424,6.477e-05,1521298.999999467,10.550665361132042,-0.2148170069676704,-0.8255000314866333,-0.8945100033513609,3
5171834,5171834,O=c1nc2ccccc2c(C(=NCCc2ccc3c(c2)OCCO3)C2C(O)=NC(=S)N=C2O)[nH]1,1.604,1.745,1.884,1.944,2.085,2.224,2.237,2.408,2.543,2.552,2.884,2.914,2.956,3.059,3.16,3.203,3.293,3.334,3.358,3.494,3.5,3.626,3.697,3.735,3.743,3.765,3.79,3.855,3.858,3.878,3.924,3.952,3.972,4.013,4.015,4.046,4.061,4.096,4.132,4.173,4.192,4.229,4.244,4.271,4.288,4.312,4.314,4.351,4.354,4.414,1.03e-06,0.00021333,0.00157258,3.79e-06,4.701e-05,0.00040274,0.02970609,0.01882338,0.01144037,0.03428971,0.00014841,1.495e-05,0.0010761,0.00180447,0.00064707,0.00420019,0.01089172,0.00037755,0.00023626,0.00195607,0.00679468,0.11262486,0.003271,0.02824148,0.14152841,0.00460947,0.03633025,0.01344672,0.02041922,1.713e-05,0.00018372,1.37e-06,0.00110719,0.00062733,0.01550808,0.00389838,0.00046226,0.00148362,0.00018558,7.031e-05,0.00044301,7.35e-06,0.01436608,0.01015699,3.2e-07,0.0011289,0.00019344,0.00391991,6.725e-05,0.00601293,-73682.99999996646,-13.336188222263653,1.5293651122769585,-0.2316930350506494,0.4600616651869429,4
6737870,6737870,CN1C=C(NC(=O)c2cc3ccccc3cc2OC(F)F)C1,1.469,2.323,2.489,3.335,3.462,3.508,3.815,3.982,4.102,4.391,4.425,4.498,4.521,4.616,4.876,4.934,4.972,5.005,5.107,5.213,5.224,5.303,5.337,5.385,5.463,5.476,5.562,5.661,5.704,5.741,5.763,5.783,5.848,5.994,6.019,6.034,6.06,6.072,6.164,6.219,6.263,6.296,6.361,6.393,6.424,6.485,6.519,6.524,6.553,6.603,0.04730245,0.0677147,1.017e-05,0.00042867,0.02790715,0.0013161,0.02576311,0.11502449,0.18699893,0.01598473,0.00301434,0.00346928,9.072e-05,0.00295134,0.00133295,0.00859653,0.27181546,0.36621751,0.04693864,0.02120795,0.22748246,0.01292558,0.02996281,0.01694221,0.00516408,0.01357472,0.00521699,0.00590176,0.00121116,0.00066786,0.00698301,0.00203375,0.26363919,0.03652045,0.00087501,0.00634347,0.00665303,0.01064429,0.00109368,0.02906623,0.02530721,0.00055079,0.00462243,0.00074537,0.00387678,0.00282344,0.00046221,0.00102042,0.00055847,0.00468413,1492352.9999994815,-0.8312030724806362,2.4625507430793854,-0.7840557546222163,-0.5595231760424875,3
779285,779285,CCn1cc(CC(=O)N2CC(CNC(=O)CC=C(C)C=CN)C2)nc1C,3.314,3.801,3.852,4.0,4.526,4.732,4.823,4.884,4.919,4.949,5.003,5.172,5.176,5.227,5.362,5.477,5.544,5.687,5.688,5.727,5.815,5.832,5.938,5.99,5.993,6.021,6.058,6.072,6.154,6.204,6.219,6.242,6.327,6.42,6.451,6.504,6.529,6.56,6.561,6.611,6.614,6.636,6.655,6.676,6.739,6.854,6.856,6.882,6.932,6.985,2.418e-05,0.10732596,0.0023171,3.86e-06,0.00103807,3.59e-06,0.37377017,0.00164805,0.017201,5.1e-07,0.0008325,0.09625844,0.04024988,0.01924357,0.00164072,1.751e-05,0.00172534,0.00909964,0.00895464,0.01043156,0.00013574,0.00602481,0.00120754,0.00019591,0.00044771,2.741e-05,0.10276961,6.87e-06,0.06599622,0.00031185,0.01485088,0.0395305,0.00249997,0.00018612,0.04046499,0.00524805,0.00040189,0.00459635,0.00013666,0.00039675,6.9e-06,0.00137441,0.00247076,7.67e-06,0.03541682,0.00049963,0.01370295,0.00047776,0.00010755,0.0118137,-4466231.999998443,3.075473011294631,-0.108693604333958,-0.3092606408803315,-0.1822361123569814,2
5595083,5595083,CN=C(Nc1cnn(-c2ccccn2)c1)C1(n2cc(NC)cn2)CC1,2.315,2.638,3.208,3.367,3.557,3.841,3.863,3.878,4.185,4.368,4.437,4.477,4.487,4.649,4.691,4.724,4.791,4.819,4.897,4.921,4.961,5.046,5.082,5.184,5.284,5.294,5.369,5.387,5.447,5.654,5.673,5.68,5.684,5.772,5.881,5.898,5.949,5.98,5.985,6.003,6.052,6.11,6.222,6.265,6.284,6.311,6.355,6.358,6.377,6.391,8.149e-05,6.09e-06,0.09347102,0.06659121,0.00458286,0.00471208,0.00088307,0.0001947,4.664e-05,7.08e-06,3.384e-05,0.0475258,0.11233825,0.06581995,7.572e-05,0.34221588,0.00043315,0.06072282,0.01136389,0.00771301,0.00047364,9.619e-05,0.00717653,0.15526812,0.00348643,0.04443609,2.355e-05,0.00172033,0.01365214,0.00018932,7.48e-06,0.00559098,0.0142691,0.03437355,1.779e-05,3.941e-05,0.00055977,9.826e-05,7.782e-05,0.00344394,0.00104847,0.00285847,2.516e-05,0.00686875,6.49e-06,0.07315178,0.00152399,0.06657459,0.01832725,0.11915547,349565.9999998783,-1.5873555081332331,1.3538258310877984,-0.0907533658128015,-0.4972205320456955,4
2708954,2708954,Cc1ccc(-c2ccc(C)nn2)c(CNc2cccc(C(=O)C(=O)N3CCC(C)(O)CC3)c2)c1,2.373,2.427,2.653,2.962,3.192,3.199,3.243,3.243,3.272,3.431,3.472,3.472,3.568,3.729,3.763,3.789,3.95,4.006,4.018,4.027,4.073,4.099,4.132,4.159,4.231,4.269,4.282,4.307,4.387,4.419,4.433,4.445,4.531,4.567,4.58,4.663,4.677,4.755,4.776,4.777,4.815,4.835,4.853,4.935,4.978,4.996,5.021,5.041,5.067,5.097,1.99e-06,0.00032233,2.28e-06,0.00069821,3.8e-07,1.287e-05,0.00210876,9.118e-05,0.03493707,0.0009177,7.407e-05,2.61e-06,9.11e-06,0.01201694,6.667e-05,0.00019582,1.846e-05,0.00100383,2.1e-07,5.76e-06,0.00010404,0.00030411,0.00619826,0.00312027,2.877e-05,0.0016237,0.00035519,3.64e-05,1e-06,0.00146991,0.0024963,0.00164216,0.08324936,0.01347402,2.737e-05,0.01113332,0.0749576,0.04099985,0.0012081,5.641e-05,0.00101256,0.00155535,8.176e-05,0.03309928,0.0010244,0.06158665,8.989e-05,0.00049416,0.00236872,0.03001915,-2536562.999999112,-8.892716946285963,0.2909440332659886,0.0556899889054821,-0.1288527565336638,0
2143970,2143970,CCN(Cc1ccc(OC)cc1)C(=O)c1ccc(NC(C)(C)C)cn1,3.346,3.478,3.57,3.811,3.895,3.928,3.938,4.079,4.194,4.218,4.346,4.356,4.395,4.499,4.544,4.592,4.704,4.735,5.088,5.197,5.33,5.428,5.581,5.739,5.753,5.766,5.92,5.944,5.995,6.019,6.024,6.111,6.141,6.18,6.225,6.318,6.328,6.37,6.378,6.414,6.447,6.464,6.471,6.482,6.508,6.547,6.565,6.593,6.612,6.641,0.0038307,2.07e-05,0.00331517,0.00248023,0.00068653,0.00203095,0.00135021,0.00709418,0.06627415,0.04653453,0.02109166,0.01301472,0.00340382,0.00219421,0.3290216,0.01769666,0.0135458,0.02934619,0.02681818,7.758e-05,0.12152644,0.00087265,0.00041793,0.00747824,0.06713063,0.00203245,0.00012843,0.02672195,0.0003054,0.02446049,0.00407693,0.0115072,0.00702452,0.01456181,0.05663065,0.01782848,0.07214875,0.0798813,0.00097073,0.44971038,0.05497059,0.0093487,0.017749,0.01297784,0.0127837,0.01912943,0.06771701,0.02073232,0.00068129,0.00044282,-3101546.999998918,0.3948607747404867,1.0795220658928817,0.9853581541767388,0.6407349057528456,0
