Unnamed: 0.1,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
6071384,6071384,CN(CCCCCO)c1ccc(Cn2c(-c3cnc4c(c3)OCCO4)nnc2N(C)CCC#N)cn1,3.316,3.548,3.876,3.889,3.895,4.008,4.059,4.076,4.252,4.28,4.454,4.455,4.498,4.517,4.614,4.637,4.644,4.685,4.692,4.761,4.821,4.866,4.92,4.959,5.006,5.016,5.044,5.055,5.076,5.08,5.124,5.135,5.179,5.257,5.307,5.332,5.418,5.443,5.502,5.589,5.628,5.645,5.662,5.683,5.74,5.749,5.774,5.834,5.853,5.939,2.345e-05,0.0183563,7.16e-05,7.406e-05,0.01165484,0.050148,0.0300881,0.00185959,0.00096375,0.00240541,0.00035264,0.00012215,0.00073685,0.11837706,1.369e-05,0.00016362,0.0043188,0.00016592,0.00167098,0.00064108,0.0005128,0.00061173,0.20032087,0.13949403,0.03349032,0.02156226,0.00574255,0.00281204,0.00576676,0.0053001,0.00502851,0.00277733,0.00140327,0.00011129,0.0001176,0.00673303,0.00941068,0.01654809,0.00238735,0.13136149,0.03898961,0.03914909,0.00113232,0.00860113,0.00039886,0.00125498,0.00361939,0.01306044,0.00059115,0.00028905,825866.9999997126,-3.391146111792111,-1.029711862462359,0.1512944188129493,-0.2085842764407509,4
730210,730210,CC#Cc1cccc(N(C(=O)Cc2ccc(S(=O)(=O)N(C)c3ccccc3OC)cc2)C2CCC2)c1,2.73,3.147,3.189,3.212,3.306,3.343,3.6,3.714,3.76,3.799,3.822,3.872,3.896,3.905,4.056,4.087,4.176,4.228,4.282,4.321,4.371,4.375,4.39,4.442,4.482,4.55,4.573,4.587,4.622,4.666,4.742,4.763,4.825,4.849,4.899,4.925,4.936,4.95,4.962,4.997,5.003,5.008,5.015,5.049,5.09,5.116,5.151,5.161,5.169,5.203,0.0576807,0.00023402,0.02908381,1.781e-05,0.01148023,0.01154354,0.00044972,0.00040164,0.00086016,0.00725469,0.00029087,0.00018241,0.00015759,0.05360179,0.0120522,0.07965606,0.00679628,0.00479049,0.00013484,7.351e-05,0.00066297,0.00012472,0.0047237,0.0011614,0.00358476,0.00016566,0.06396617,0.07923924,0.00035851,0.00090346,0.00482573,0.00170497,0.00046015,0.0004144,0.00892337,0.00027819,0.00015909,0.03215941,0.00262052,0.27834297,0.00931222,0.00300492,0.00971484,0.00059217,0.07615501,0.00017599,0.00507887,0.00069992,0.02280709,0.00914106,-4515306.999998423,-7.104289352802599,-0.4902479428469746,-0.0521644938680265,0.0676800682275385,2
6627001,6627001,C#CCNC(=O)N1CCN(CCCOC(=O)C2(c3ccc4c(c3)OCCO4)CC2)CC1,3.977,4.076,4.247,4.288,4.346,4.436,4.559,4.709,4.752,4.76,4.994,4.999,5.03,5.097,5.214,5.31,5.466,5.543,5.641,5.698,5.752,5.764,5.78,5.781,5.811,5.823,5.848,5.853,5.866,6.001,6.027,6.049,6.051,6.164,6.186,6.207,6.277,6.278,6.325,6.331,6.334,6.367,6.379,6.41,6.477,6.508,6.559,6.578,6.617,6.638,1.855e-05,0.00026452,3.12e-06,5.867e-05,0.00022631,0.05859966,6.664e-05,0.02213749,0.04166648,0.00101805,0.02380418,0.00180065,5.976e-05,0.00032703,0.00426919,4.81e-06,0.03985248,0.00179747,0.03158407,0.00341003,0.01008621,0.17156975,0.0014433,0.00141558,0.00089639,0.00012548,0.01475222,7.612e-05,0.00480215,0.01171996,0.00098573,0.01817055,0.00103161,0.11293408,9.58e-06,3.773e-05,0.00221224,0.03107559,0.07660322,0.01087003,5.33e-06,0.01515077,2e-08,0.00056752,1.79e-06,0.02341438,0.0066489,0.00269011,0.00342855,0.00568831,1381483.999999518,1.8120619370156203,-0.9616581417755432,-0.0355297099334732,0.421132452999292,3
6985568,6985568,O=C(c1csc(C2CC2)n1)N1CCN(c2ccc3c(c2)CCO3)CC1,2.378,3.136,3.422,3.463,3.564,3.945,4.07,4.271,4.342,4.389,4.547,4.572,4.634,4.762,4.778,4.816,4.973,4.996,5.142,5.185,5.24,5.373,5.388,5.481,5.534,5.624,5.68,5.714,5.784,5.818,5.823,5.851,5.915,5.95,5.972,5.978,5.991,6.027,6.109,6.145,6.187,6.251,6.27,6.282,6.31,6.384,6.419,6.44,6.514,6.545,0.01006991,0.00072786,0.00023822,0.02266789,0.04483756,3.87e-05,0.00080908,0.00156295,0.02227384,0.00086883,0.37001102,0.00457532,0.09273965,0.01906868,0.00212854,7.883e-05,1.854e-05,0.01250506,0.00047287,0.0016024,0.01908394,0.01544817,0.00016665,0.00307026,0.00179062,0.10949825,0.10939615,0.00170049,0.10143543,0.00519869,0.08769359,0.00029668,0.08299195,0.0019055,0.02355177,0.01680596,0.00042366,0.02190344,0.00294689,0.14816677,0.17543183,0.04400032,0.04056226,0.00089978,0.00027173,0.0048661,0.00089008,0.0064104,0.00298748,0.0025467,1740050.9999993918,-0.4414706153705546,1.069990989153282,-0.2743643294292587,-0.1277733785725013,3
2782688,2782688,CCc1c(Nc2ncccc2C(=O)NCc2nnc(C(C)(C)C)o2)ccn1C(CC)CC,2.805,3.664,3.673,3.767,3.906,4.282,4.47,4.515,4.537,4.55,4.625,4.667,4.744,4.753,4.78,4.997,5.059,5.146,5.267,5.291,5.409,5.434,5.44,5.46,5.483,5.557,5.603,5.659,5.691,5.724,5.756,5.776,5.875,5.908,6.004,6.025,6.043,6.059,6.086,6.169,6.208,6.21,6.243,6.267,6.278,6.305,6.306,6.315,6.39,6.412,0.01761423,0.00555097,0.00081892,0.00058323,0.31687651,0.00043608,0.01953889,0.00915123,0.00430466,0.03542521,0.0011843,0.00827789,0.00168725,0.04962563,0.02108456,0.00830798,0.00641296,0.05860815,0.00068058,0.0008356,0.00135514,0.00104355,0.00465371,0.01107751,0.00218048,0.0023935,4.875e-05,0.01570521,0.00175713,0.00038969,0.00010332,0.00101967,0.02098346,0.02812114,0.07699064,0.1070583,0.00154969,0.0838332,0.08442704,0.12990989,0.00010677,0.0017148,0.00326979,0.03170388,0.03767867,0.00636111,0.01497953,0.0452514,0.00858639,0.01845106,-2462828.9999991423,-0.1325347668582347,0.0311565028655816,-0.178070355875319,-0.1709175031820656,0
7912559,7912559,CCCCCOc1ccc(CC)cc1-n1ccc(C(=O)NCCc2nn(C)c3ccccc23)n1,2.751,2.98,3.294,3.43,3.489,3.655,3.807,3.821,3.897,4.079,4.105,4.133,4.175,4.202,4.425,4.452,4.455,4.479,4.503,4.537,4.551,4.593,4.675,4.688,4.771,4.802,4.896,4.944,4.959,5.048,5.079,5.086,5.178,5.215,5.227,5.271,5.286,5.352,5.367,5.378,5.392,5.411,5.435,5.473,5.495,5.532,5.556,5.565,5.574,5.618,2.479e-05,0.00073915,0.00036409,5.35e-06,0.00287714,0.00012963,0.03246113,0.00147726,0.01523248,0.09393912,0.17082369,0.06060535,0.02786429,0.00028128,0.03761298,2.045e-05,0.00599927,0.02846019,0.00509671,0.00073688,1.299e-05,0.00890966,0.01072661,0.00380044,6.244e-05,0.04295953,0.00124149,0.00498817,2.793e-05,2.5e-07,6.802e-05,0.00022324,0.02116794,0.00012268,0.01455201,0.00458243,0.03728497,0.00790792,0.01987918,0.004143,0.00764199,0.00671848,6.76e-05,0.10475951,0.01039906,0.00110716,0.01227416,0.00097386,0.00087489,0.00014734,2667041.9999990705,-4.93720823307974,-0.1191391588304908,-0.0826186785077168,-0.1449538750177929,3
8728426,8728426,CN(Cc1ccccn1)C(=O)CNC(=O)Nc1ccc(CN)c(CNc2cccc(C(F)(F)F)c2)c1,3.225,3.37,3.456,3.589,3.662,3.674,3.687,3.748,3.807,3.816,3.819,3.891,3.893,3.905,3.938,3.979,3.981,4.045,4.119,4.123,4.205,4.283,4.307,4.354,4.406,4.418,4.439,4.452,4.46,4.502,4.535,4.538,4.554,4.675,4.698,4.766,4.774,4.784,4.787,4.846,4.923,4.983,4.999,5.006,5.023,5.077,5.079,5.097,5.121,5.131,7.292e-05,2.211e-05,0.00088203,5.426e-05,1.848e-05,0.00025659,0.00058867,0.00040755,8.73e-06,0.00021184,2.25e-05,4.777e-05,1.6e-06,0.00063295,0.01284453,0.00031883,5.6e-06,0.00351814,0.01858854,0.00029873,4.293e-05,0.00032026,9.777e-05,9.601e-05,0.01003216,1.35e-05,0.00109452,0.00817835,0.01342042,9.101e-05,0.00089932,5.056e-05,0.00024338,4.037e-05,5.721e-05,0.00113026,0.00110128,0.00110263,0.00533093,0.16506744,0.00055969,0.12556134,0.0018666,0.0002701,0.00213701,3.187e-05,0.02146343,4.23e-06,0.02537621,0.03699607,3482908.999998788,-7.559144292548069,-1.3744520745061426,0.4389706399368456,-0.1548681052633813,1
7480988,7480988,COc1nc(N)nc(C)c1CN1CCN(C(=O)C(=O)NCCCc2nnnn2C)CCCC1(C)C,3.291,3.616,3.714,3.767,3.866,4.049,4.05,4.199,4.209,4.491,4.512,4.532,4.642,4.776,4.794,4.84,4.846,4.867,4.897,4.954,4.984,5.026,5.198,5.219,5.267,5.289,5.309,5.341,5.348,5.423,5.477,5.48,5.555,5.57,5.572,5.592,5.62,5.643,5.644,5.765,5.787,5.79,5.794,5.832,5.899,5.912,5.923,5.95,5.999,6.037,0.00615527,0.00052673,2.224e-05,2.868e-05,0.00048058,5.555e-05,3.11e-06,3.809e-05,1.91e-05,4.126e-05,0.00014066,7.5e-06,2.979e-05,0.00049806,0.00438935,0.08115598,0.00366783,4.955e-05,0.05375664,0.00136105,0.01510282,2.029e-05,0.00117309,2.139e-05,0.01484934,4.788e-05,1.1e-07,0.00704985,0.00023223,0.00110934,2.456e-05,0.00016564,0.00421639,0.05184217,0.0004762,0.01960886,0.00050361,0.12331387,0.00086064,0.00018121,0.01498214,0.01600991,0.00059013,0.00632742,0.00074565,5.436e-05,0.00024897,0.00148048,0.00024912,2.17e-06,2235470.99999922,-2.1487613508169434,-0.6634780106634158,-0.1322098892469893,0.1175221481544036,3
3362204,3362204,CC1CCN(CC(=O)NC2CCCN(Cc3cn(C(C)C)nn3)CC2)CC1,4.503,4.536,4.892,5.234,5.261,5.303,5.639,5.644,5.678,5.749,6.065,6.137,6.159,6.372,6.477,6.635,6.67,6.765,6.767,6.782,6.814,6.853,6.882,7.04,7.047,7.085,7.249,7.296,7.38,7.413,7.511,7.521,7.561,7.582,7.606,7.624,7.676,7.796,7.809,7.827,7.834,7.854,7.897,7.936,7.956,8.013,8.026,8.029,8.054,8.082,6.596e-05,0.0004948,1.72e-06,2.861e-05,0.00054399,1.983e-05,8.58e-06,0.00279069,0.0010236,0.03121216,9.42e-05,0.06214357,0.00016309,3.541e-05,0.00038975,0.00349687,0.00421403,2.686e-05,0.01818775,2.93e-05,0.00051506,0.00024845,5.074e-05,0.17677617,0.00242796,0.00030413,0.00099181,0.00014826,0.00125496,0.00028038,0.03102701,0.00027256,0.51423902,0.02203464,0.01327375,0.00236565,0.00505066,0.00022305,0.00281888,0.00020536,0.00263503,0.00934078,0.00878577,0.02551966,0.00113191,0.00785052,0.00045109,0.00443025,0.00197632,0.00314075,-1883312.9999993464,10.786091424417004,-0.466681436866996,-0.1268748451264491,0.2805366586111684,0
7181743,7181743,CC=C(Cc1cccc(C)n1)NCC1(O)CCCC1,3.237,3.404,4.534,4.603,4.704,4.773,5.164,5.466,5.561,5.649,5.788,5.884,5.957,6.047,6.06,6.126,6.216,6.273,6.295,6.324,6.428,6.456,6.477,6.493,6.548,6.597,6.644,6.648,6.715,6.757,6.771,6.869,6.936,6.967,7.026,7.1,7.106,7.129,7.155,7.192,7.219,7.253,7.312,7.32,7.36,7.413,7.422,7.467,7.481,7.509,0.00220831,0.00108035,7.072e-05,3.303e-05,1.091e-05,0.0002839,0.05544009,0.0018421,0.05185507,0.00522396,0.00017008,0.00157747,0.00065389,0.2059147,0.15545471,0.02225426,0.02640068,0.01177703,0.02253543,0.00538401,3.17e-05,0.01983697,0.00442754,0.01749436,0.00363799,3.856e-05,0.01741074,0.0777755,0.03786348,0.26053685,0.23918723,0.06166175,0.00087765,0.01382627,0.00741705,0.0424517,0.01408333,0.00056079,0.00558814,0.02898731,0.01678492,0.01247713,0.00108239,0.00015496,0.01653579,0.00341544,0.00364321,0.00103379,0.00065309,0.00118268,1936225.9999993213,7.043426024902355,0.0415632207707635,-1.0975176366844412,-0.485358258820682,3
741285,741285,O=C(COc1ccc2c(c1)CCCC2)NCCNC(=O)C(CO)Nc1ccc(N2CCCC2)c(F)c1,2.544,2.85,3.392,3.589,3.645,3.951,4.062,4.096,4.321,4.395,4.423,4.501,4.505,4.531,4.601,4.633,4.7,4.703,4.811,4.837,4.906,4.912,4.927,5.041,5.062,5.09,5.16,5.226,5.248,5.254,5.276,5.3,5.312,5.365,5.384,5.385,5.418,5.453,5.55,5.584,5.681,5.682,5.701,5.773,5.799,5.804,5.848,5.879,5.899,5.927,5.6e-07,5.717e-05,0.00067568,0.04836037,2.43e-06,2.741e-05,0.0493292,0.00190217,0.00128339,0.00022747,0.01805253,0.00113584,9.19e-06,4.152e-05,0.00010882,0.35096396,0.00409582,0.00125042,9.303e-05,0.00013483,0.00298377,0.01837165,0.00398148,0.00133072,0.00388763,0.00271144,0.00023947,0.00172793,0.00709421,0.00652609,0.00501447,0.0307144,0.0015091,0.00125563,0.00023044,5.27e-05,0.00141336,0.00510329,0.0008681,0.00368219,1.06e-06,0.00061744,0.00504572,0.00072554,9e-07,0.00537139,0.00282098,0.00550792,0.0296234,0.00395415,-4504231.999998428,-3.239722266609618,-0.0548613951720758,-0.5461784695699484,-0.4989977761440076,2
9932760,9932760,CCc1ccc(-c2nc(CCS(=O)(=O)c3ccccc3C(F)(F)F)cs2)cc1,2.85,3.147,3.587,3.772,3.884,3.89,3.957,4.016,4.068,4.118,4.129,4.255,4.302,4.348,4.427,4.431,4.433,4.611,4.686,4.709,4.726,4.726,4.82,4.925,4.939,4.955,4.96,5.006,5.046,5.117,5.142,5.147,5.206,5.228,5.238,5.258,5.331,5.343,5.367,5.398,5.467,5.479,5.509,5.511,5.512,5.542,5.561,5.592,5.634,5.658,7.195e-05,2.38e-05,0.00177288,0.00057628,0.00322799,0.35024639,1.137e-05,0.00299446,4.905e-05,0.01685472,3.664e-05,2.8e-07,0.00038797,0.00173406,0.00045086,0.02588196,0.04781109,0.03180981,0.01160955,0.00103775,0.00039208,0.01321021,7.76e-05,0.00486688,0.00447499,0.03816394,0.00088708,8.8e-06,0.00270064,2.722e-05,0.00261437,0.00345649,0.00052543,0.00074935,0.00061621,0.00226409,0.00478909,0.00176234,0.04397164,0.00123724,0.0111896,0.0024799,0.00113514,0.00037839,0.00402076,0.0026772,0.00026339,0.0001081,0.00011357,0.00643306,4687242.9999983655,-4.314090537227632,-0.6333026541289813,-0.1121777594485631,-0.1342477974378191,1
10474505,10474505,COc1ccccc1CN1CCN(CN2NC=C(N3CCCC3)N(CC(F)(F)F)C2=CS)CC1,2.734,3.136,3.19,3.529,3.567,3.592,3.826,4.022,4.032,4.21,4.282,4.446,4.45,4.484,4.523,4.67,4.682,4.906,4.935,5.158,5.3,5.549,5.596,5.706,5.731,5.819,5.837,5.89,6.005,6.077,6.091,6.118,6.138,6.192,6.244,6.269,6.349,6.385,6.421,6.452,6.522,6.536,6.54,6.547,6.593,6.618,6.647,6.648,6.717,6.742,3.682e-05,3.04e-06,2.2e-06,0.00430419,5.079e-05,1.49e-06,1.48e-05,3.76e-06,0.00042802,0.00757583,3.98e-06,0.21075032,0.00021617,5.492e-05,0.06081014,0.05117601,0.01285349,3.68e-06,2.85e-05,0.00467513,0.06570949,4.49e-06,0.15823216,0.01612076,0.10017135,0.00628967,5.595e-05,0.00029508,1.098e-05,0.00144372,0.00124352,0.07750659,0.00596204,0.00046107,0.3059478,0.01852563,0.00637882,0.00464417,0.00010382,0.0498458,0.00045631,0.00184892,0.00138904,1.963e-05,0.14311938,0.00041186,4.736e-05,1.393e-05,0.00098035,0.03843277,5228987.999998177,0.3015600442497916,1.968512320085758,0.6145408177921973,0.4498052136730528,1
7306503,7306503,O=C(c1ncc2ccccn12)N1CC2(CCNC2)C1,3.01,3.302,3.417,3.526,3.638,4.137,4.211,4.319,4.391,5.019,5.026,5.171,5.248,5.505,5.533,5.613,5.659,5.698,5.877,5.925,6.038,6.109,6.203,6.277,6.313,6.378,6.39,6.397,6.407,6.466,6.588,6.612,6.665,6.735,6.747,6.853,6.889,7.004,7.022,7.058,7.064,7.164,7.241,7.254,7.266,7.391,7.442,7.486,7.562,7.587,2.677e-05,0.00254904,0.02727572,4.722e-05,0.00050672,0.02792702,0.17119681,0.05817878,0.00026929,9.02e-06,0.00182868,0.29446707,0.00080644,0.19958279,0.02273554,0.00037444,0.00278635,0.00586737,0.00027654,0.13632821,0.00035665,0.00510493,0.03345934,0.0042322,0.0050567,0.01346767,0.07124716,0.09355015,0.00028948,0.01901874,0.05558111,0.00109156,0.00014207,0.00731337,0.00248899,0.00177899,0.00170856,0.01279136,0.00144695,1.43e-05,0.00076543,0.04095171,0.00166248,0.07288248,0.01313539,0.01581308,0.00014292,0.00507991,0.01139019,0.00685396,2060985.9999992792,4.6346209578005535,2.1325826698552204,-0.2190241945833593,0.272972666720101,3
2568816,2568816,NS(=O)(=O)c1ccc(CNC(=O)CSCC(=O)N2CCOCC2)cc1,2.731,2.963,3.11,3.186,3.333,3.418,3.563,3.724,3.788,4.001,4.177,4.179,4.433,4.481,4.58,4.589,4.713,4.778,4.872,5.003,5.009,5.034,5.062,5.08,5.159,5.217,5.235,5.285,5.38,5.448,5.465,5.475,5.489,5.515,5.549,5.611,5.648,5.676,5.734,5.837,5.838,5.879,5.948,5.956,5.976,5.995,5.996,6.009,6.071,6.166,9.698e-05,1.708e-05,0.00210657,2.5e-06,2.611e-05,4.72e-05,0.00012645,9.615e-05,7.372e-05,0.0156355,0.00279726,1.998e-05,0.0005474,0.00130254,0.00012901,8.77e-06,0.00016192,0.00311232,0.00200782,0.00082149,0.00146987,0.00013034,0.00291719,1.439e-05,0.03835659,0.00017463,3.84e-06,0.06890974,0.00216597,2.745e-05,0.00134252,0.00050878,0.00980109,0.00318898,0.00105187,2.654e-05,0.00133902,0.00397603,9.009e-05,0.00020773,0.00015271,0.00024965,0.00610649,0.00467231,0.00017563,0.01024533,0.00100612,0.00090909,0.06013829,0.00028024,-2676700.999999066,-2.8767113846302634,1.048495384082058,-0.0999509394209902,0.3627036550714483,0
742700,742700,CCn1c(C(=O)CCC(=O)NN=c2[nH]nc(C3CCC3)n2C)cc(OC)c1OC,2.784,3.562,3.697,3.76,4.037,4.054,4.093,4.584,4.603,4.767,4.768,4.79,5.26,5.31,5.337,5.36,5.474,5.49,5.526,5.66,5.764,5.789,5.876,5.93,5.945,5.978,5.989,5.993,6.015,6.143,6.192,6.195,6.212,6.29,6.333,6.437,6.462,6.476,6.525,6.584,6.616,6.631,6.652,6.668,6.677,6.684,6.695,6.768,6.846,6.878,1.817e-05,0.0145662,0.22148342,0.02251392,0.01463905,0.00395853,2.281e-05,0.00061592,0.08057871,0.00590902,8.114e-05,0.07873435,0.00011361,0.02661933,0.00848615,0.00032234,0.0003394,0.00730831,5.679e-05,0.00017269,0.00198889,0.18273639,0.00012734,0.00111899,0.03470998,0.00018253,0.00239125,0.00013625,0.00865674,1.382e-05,0.00340698,0.0101251,0.00015499,0.00023621,0.00058317,0.01323118,0.00014768,0.00063885,0.00933328,0.07043468,0.00156926,0.00578743,0.03127974,0.00755612,0.05633666,0.00532875,0.00063895,7.131e-05,0.00241182,0.11040572,-4502816.999998432,2.1965225008299045,0.7951414207496977,-0.5007082481099058,0.1763479910868944,2
8366757,8366757,NC(=O)CN1CCN(CCCNC(=O)C(=O)N(C2CCCC2)C2CC2)CC1=O,3.708,4.007,4.17,4.47,4.781,4.782,4.932,5.073,5.077,5.08,5.104,5.122,5.216,5.3,5.417,5.526,5.582,5.769,5.808,5.856,5.881,5.976,6.078,6.11,6.113,6.167,6.174,6.189,6.224,6.263,6.273,6.411,6.606,6.739,6.75,6.759,6.816,6.877,6.89,6.942,6.951,7.019,7.021,7.05,7.131,7.136,7.174,7.182,7.205,7.253,0.00018956,7.745e-05,1.238e-05,1.86e-06,1.78e-06,0.00208548,0.06277511,0.00334075,0.00114515,0.0031284,0.0005088,0.02151608,8.033e-05,0.01267016,3.8e-07,3.409e-05,0.05106525,2.375e-05,0.0002979,2.223e-05,0.00038581,0.0016743,0.00019361,3.73e-05,0.00478126,9.233e-05,4.35e-05,1.244e-05,0.00093762,0.00422096,0.00010807,0.01892434,3.266e-05,4.999e-05,0.00038638,0.00154548,0.06695294,0.14094291,0.00163278,0.00048938,0.0027929,0.00195849,0.00776732,4.518e-05,0.00641892,5.662e-05,0.00119646,0.00010872,5.643e-05,5.304e-05,3121239.99999891,4.499461479054428,-0.1550542949793373,0.3946094189391079,-0.2658677156696482,3
9405982,9405982,CC(=O)c1ccc(S(=O)(=O)NCC(=O)c2ccn3cc(C)nc3c2)cc1,2.41,2.582,2.797,2.957,3.181,3.227,3.359,3.424,3.458,3.505,3.576,3.629,3.789,3.843,3.91,3.997,4.108,4.2,4.222,4.309,4.352,4.366,4.377,4.416,4.457,4.546,4.549,4.574,4.603,4.69,4.721,4.733,4.795,4.838,4.873,4.916,4.924,4.941,5.043,5.09,5.145,5.148,5.154,5.205,5.209,5.24,5.337,5.347,5.398,5.443,0.00617121,0.00019,0.0014585,2.928e-05,6.247e-05,0.01363931,0.00079232,0.00338375,0.10794929,2.574e-05,0.00964614,0.00664108,0.00103355,0.01537714,0.000249,3.552e-05,0.00885586,0.0002271,0.0003761,0.00088449,0.00072463,0.00264486,0.00968777,0.07230511,0.00069941,3.14e-06,8.113e-05,0.00039583,0.00973568,0.00178247,0.00294145,0.00247161,0.03898316,0.00439757,0.04478169,0.00042573,0.00179833,0.04919822,0.0012205,0.23908282,0.00730764,0.00162438,0.00320391,0.00068344,0.00071414,0.02014328,0.01273353,0.000425,0.00383468,5.023e-05,4160464.9999985504,-7.285715251826483,0.5971064014752747,0.083694117404897,-0.0150024533978448,1
395075,395075,Cc1ccc(CCNC(=O)NCCCn2ccnc2)c(C)c1C,4.069,4.101,4.183,4.214,4.637,4.701,4.75,4.782,4.857,4.945,5.032,5.119,5.135,5.326,5.445,5.955,6.1,6.11,6.125,6.171,6.191,6.192,6.215,6.237,6.246,6.323,6.334,6.352,6.461,6.475,6.799,6.802,6.832,6.842,6.874,6.9,6.912,6.985,6.997,7.027,7.055,7.087,7.097,7.101,7.121,7.131,7.138,7.154,7.219,7.228,0.00026098,0.00092441,2.924e-05,1.813e-05,0.0032701,0.02423543,0.00015088,0.00124256,0.0022545,0.02050162,5.389e-05,0.00227021,0.00158549,0.00066596,9.457e-05,1.719e-05,0.31802785,0.27484873,1.909e-05,0.20708489,0.05824534,0.00470846,0.05596795,0.00077439,0.02911482,0.06409159,0.00330526,0.00323103,0.00379933,0.00014234,0.00809999,0.00813431,0.00040066,3.568e-05,0.00014165,7.589e-05,0.02058151,1.913e-05,0.01079186,0.01326028,0.00136242,0.00042863,0.00073065,0.01601488,0.00147466,0.00406616,0.00529257,1.545e-05,0.00343384,0.00125945,-4850441.999998309,5.22987303231105,0.0852541344600621,0.1569498026873195,0.7181835921683977,2
7297706,7297706,CCCn1nccc1NC(=O)CNC(C)(C)CCCN(C)C,4.697,4.809,5.11,5.393,5.525,5.843,5.909,5.953,6.217,6.659,6.815,6.835,6.986,7.054,7.082,7.097,7.22,7.273,7.487,7.527,7.542,7.595,7.657,7.678,7.763,7.803,7.855,7.931,7.979,8.007,8.015,8.063,8.148,8.2,8.214,8.227,8.273,8.334,8.375,8.444,8.539,8.636,8.663,8.683,8.71,8.742,8.803,8.823,8.919,8.945,2.01e-06,0.00037299,0.26342307,0.02273645,0.00010176,9.2e-07,3.232e-05,7.189e-05,0.08292518,0.00054559,0.0421134,0.00094222,3.12e-06,0.00021996,0.00012146,9.06e-06,0.01176274,0.12215894,0.01240065,0.01894397,0.00099862,0.00145965,0.09146895,0.0002123,0.00726717,0.00030792,0.00483301,0.00318131,0.00357373,0.00482093,0.00603329,0.0005098,0.10417007,0.00757552,0.01033263,9.467e-05,0.0004747,0.04796069,0.01666913,0.1237316,0.02483896,0.00196438,0.04083358,0.00769856,0.05609843,0.0015816,0.01691881,3.12e-06,0.004524,0.01043465,2052188.9999992745,15.188568612208964,-0.1974340214687876,-0.5485899806214248,0.1092526700035038,3
6370136,6370136,CC(F)N(Cc1cccc(OCc2ccccn2)c1)Cc1ccco1,3.503,3.704,3.711,3.892,3.912,4.093,4.138,4.504,4.513,4.581,4.605,4.687,4.708,4.717,4.783,4.888,4.976,5.168,5.258,5.266,5.304,5.321,5.361,5.411,5.473,5.491,5.57,5.632,5.654,5.673,5.69,5.771,5.789,5.858,5.908,5.912,5.914,5.974,6.034,6.038,6.062,6.104,6.111,6.134,6.136,6.15,6.234,6.248,6.285,6.326,1.64e-06,3.05e-06,7.332e-05,9.94e-06,0.00022287,2.131e-05,0.00030934,0.00512718,1.055e-05,0.00037091,0.00011419,1.87e-06,0.01798985,0.01134716,0.00079166,5.9e-07,0.00233781,0.00306919,0.00378336,0.03947364,0.01501332,2.831e-05,0.0390908,0.02872283,2.183e-05,0.00896445,0.00689063,0.00272774,0.00246695,0.00190076,0.04590667,0.00032809,9.851e-05,0.0010391,0.0239022,0.07187478,0.10657646,0.00094729,0.00020109,0.00649262,0.00105406,0.0047139,0.00156353,0.00756349,0.08571297,0.00329047,0.0128983,0.31569191,0.00428362,1.327e-05,1124618.9999996084,-0.5361649871446723,-0.3926244041857201,0.0285581969900792,0.2316773329511448,3
5974832,5974832,CC(=O)c1cn(CCCCNC(=O)c2ccc(CN3CCC(CO)CC3)cc2)nn1,3.317,3.325,3.51,3.519,3.679,3.688,3.794,3.984,4.088,4.155,4.163,4.171,4.179,4.278,4.447,4.452,4.59,4.638,4.651,4.673,4.903,4.935,4.935,4.944,4.946,4.964,5.086,5.135,5.152,5.158,5.313,5.325,5.356,5.411,5.467,5.477,5.493,5.502,5.545,5.602,5.667,5.67,5.679,5.697,5.709,5.793,5.839,5.847,5.886,5.902,0.00045103,0.00031077,0.00012577,0.00072472,6.04e-06,6.449e-05,0.00114296,0.00026884,2.49e-06,6.64e-06,0.00021458,9.297e-05,4.817e-05,3.058e-05,0.01596491,5.74e-06,0.00054166,8.53e-06,0.00047634,0.00333193,0.00046288,9.35e-06,9.57e-05,0.00028637,0.00056803,0.00926685,0.1048737,0.00140186,0.0229037,0.00530333,0.06989958,0.05039842,0.01393062,5.596e-05,0.00059361,0.00222782,0.00039694,0.00055078,0.06705722,0.00130578,0.0004822,0.00116642,0.00153826,0.00053444,3.67e-06,0.00189163,0.00043613,0.00024603,2.069e-05,0.00151535,729314.9999997467,-3.5826889349808195,-0.2067338477958581,0.3591556204352303,0.186962239255725,4
