,Unnamed: 0,smiles,ex1,ex2,ex3,ex4,ex5,ex6,ex7,ex8,ex9,ex10,ex11,ex12,ex13,ex14,ex15,ex16,ex17,ex18,ex19,ex20,ex21,ex22,ex23,ex24,ex25,ex26,ex27,ex28,ex29,ex30,ex31,ex32,ex33,ex34,ex35,ex36,ex37,ex38,ex39,ex40,ex41,ex42,ex43,ex44,ex45,ex46,ex47,ex48,ex49,ex50,prob1,prob2,prob3,prob4,prob5,prob6,prob7,prob8,prob9,prob10,prob11,prob12,prob13,prob14,prob15,prob16,prob17,prob18,prob19,prob20,prob21,prob22,prob23,prob24,prob25,prob26,prob27,prob28,prob29,prob30,prob31,prob32,prob33,prob34,prob35,prob36,prob37,prob38,prob39,prob40,prob41,prob42,prob43,prob44,prob45,prob46,prob47,prob48,prob49,prob50,pc1,pc2,pc3,pc4,pc5,cluster
4532514,4532514,COCCNC(=O)C(C)(C)Cn1c(-c2cccc(C)n2)nnc1N1CCC(c2ccc(OC)nc2)CC1,3.082,3.085,3.307,3.477,3.764,3.78,3.807,3.934,3.998,4.083,4.102,4.195,4.215,4.265,4.273,4.379,4.401,4.404,4.462,4.499,4.533,4.547,4.555,4.578,4.601,4.609,4.649,4.651,4.726,4.896,4.898,4.953,5.061,5.062,5.078,5.085,5.153,5.18,5.243,5.263,5.271,5.283,5.313,5.314,5.381,5.386,5.441,5.524,5.552,5.572,0.00944268,0.14965832,0.04769187,0.00120279,8.681e-05,1.2e-07,0.00040063,0.0003131,0.05226456,0.00520028,0.00151554,0.00033387,0.00011163,2.273e-05,0.00296451,1.049e-05,0.00138208,1.371e-05,3.9e-07,0.00011794,0.01532013,0.01472631,0.0193143,0.12228129,0.02132834,0.04858285,0.01171746,0.00056348,0.0030091,0.00218866,0.02572727,0.02612245,8.774e-05,1.25e-05,0.00299392,7.358e-05,0.04477116,9.619e-05,0.00370179,9.458e-05,0.0033012,0.00369529,0.0084893,0.00066644,0.02392378,0.06025799,0.18500245,0.00435522,0.00024837,0.0003413,-713002.9999997468,-5.481314516201492,-0.7276412142703194,0.030917942858229314,-0.35321575044218917,4
7755809,7755809,CC(=O)c1ccccc1NC(=O)C(=NNCCO)c1ccc(C(F)F)cc1,2.593,2.841,3.218,3.245,3.54,3.616,3.681,3.698,3.716,3.882,3.956,4.035,4.043,4.161,4.222,4.253,4.332,4.485,4.587,4.607,4.613,4.624,4.654,4.717,4.746,4.799,4.863,4.913,4.928,4.966,5.008,5.015,5.085,5.149,5.163,5.179,5.242,5.271,5.291,5.331,5.345,5.386,5.498,5.539,5.548,5.589,5.601,5.608,5.617,5.628,0.0002774,0.00023504,0.0002497,0.00760529,0.00014136,0.09867868,0.00229926,0.01207333,0.0033325,0.25063657,0.00382409,0.00091041,0.00117106,0.31216162,0.00013023,0.0024685,0.00056511,6.139e-05,0.00229383,0.04116596,0.0247851,0.01844082,0.0005755,0.00420238,0.00041418,0.01976483,0.03104563,0.00172513,0.00130076,0.00803743,0.10881036,0.04292877,0.00181803,0.01779861,0.00303356,0.00776441,0.00929394,0.00087634,0.2029754,0.02517131,0.0093776,0.00021157,0.00056966,0.0017917,0.00361785,0.02688371,0.00091752,0.00039301,0.02891947,0.0468368,2510291.999999125,-5.238518425036071,0.2239215806831422,-0.008897953681075226,-0.09225002614925537,3
2230081,2230081,CCOC=CC(=O)NNc1nc(=NC)cc(CNC(=O)OC(C)(C)C)[nH]1,2.312,2.708,3.546,3.681,3.735,3.793,3.797,3.863,4.379,4.614,4.618,4.709,4.834,4.852,4.882,4.924,4.984,5.06,5.162,5.298,5.392,5.465,5.478,5.507,5.569,5.583,5.702,5.728,5.776,5.911,5.932,5.935,6.082,6.165,6.182,6.208,6.22,6.255,6.284,6.295,6.325,6.374,6.385,6.445,6.465,6.484,6.548,6.594,6.748,6.755,0.0047543,0.00073244,0.01272007,0.03414237,0.02253392,0.0002486,1.367e-05,0.00272797,0.00013614,0.00067354,0.00570662,0.01252024,0.0079864,0.00114411,0.00018267,0.03673569,1.91e-05,0.05564251,0.33372734,2.611e-05,0.00180693,0.00280703,0.04896327,0.05408599,0.1893128,0.00753646,0.00035951,0.02836577,0.00123687,0.03103389,0.11525433,0.01044253,0.00681064,0.00280063,0.16934787,0.00117784,0.00068992,0.00037549,0.00101069,0.000126,0.04815603,0.0018665,0.00065877,0.03420563,0.05582221,0.00034205,0.00582554,0.00039098,0.00026152,0.00014691,-3015435.9999989467,0.21283475177332506,1.497200842507848,-0.2634467378025779,-0.188013933163736,0
8956313,8956313,CCc1ccc(-c2nnc(N3CCN(C(=O)c4ccccc4O)CC3)n2C)c(C)c1,3.323,3.517,3.536,3.621,3.641,3.799,3.84,3.99,4.05,4.155,4.251,4.265,4.394,4.485,4.513,4.551,4.662,4.673,4.767,4.782,4.926,4.967,4.999,5.088,5.154,5.172,5.189,5.246,5.26,5.315,5.33,5.354,5.385,5.403,5.41,5.424,5.457,5.477,5.489,5.497,5.502,5.546,5.684,5.79,5.823,5.897,5.935,5.94,5.99,6.025,0.01334065,0.06106344,0.00571616,0.0030988,0.0065798,0.00012355,0.00093077,0.00178812,0.00174683,0.05855892,0.00020628,0.00305226,0.00025729,0.00167003,0.00140776,0.00036236,0.00514083,2.914e-05,0.06822756,0.00200326,3.834e-05,0.00011147,0.02949234,0.07112218,0.00043799,0.02993221,0.00049984,0.00104312,0.00407363,0.08656503,0.00722038,0.03091905,0.02075312,0.00864829,0.03032847,0.00200638,0.00026708,0.00055564,0.00063609,3.781e-05,0.01206075,0.001232,3.829e-05,8.721e-05,0.00676814,0.00666058,0.00854285,0.15740514,0.00062106,0.00327198,3710795.999998707,-3.1954141907548244,-0.3473972163660863,0.18448764988809147,0.29933533196507117,1
2416156,2416156,C=C(O)c1ccc(NC(=O)CSCC#Cc2ccccc2)s1,2.813,3.367,3.488,3.744,3.938,4.051,4.192,4.299,4.373,4.382,4.447,4.451,4.49,4.59,4.786,4.819,4.886,4.906,4.928,4.937,5.013,5.019,5.141,5.24,5.268,5.287,5.404,5.409,5.41,5.572,5.578,5.666,5.712,5.733,5.737,5.784,5.827,5.828,5.846,5.847,5.856,5.865,5.872,5.93,5.953,5.96,5.968,5.982,5.991,6.075,0.00237855,1.55e-06,0.2971136,0.00332207,0.00902689,0.00076868,0.20666705,6.75e-06,9.384e-05,0.00097634,0.00415554,0.00683008,8.095e-05,0.00181223,0.0119517,8.907e-05,0.32533849,0.07746928,3.35e-06,7.267e-05,0.0004009,0.00617395,0.00102939,0.00705065,0.0272928,0.00014654,0.00046182,0.00013517,0.00017178,0.0022826,0.00012642,0.09615903,0.01735682,0.00016677,0.01674932,0.00366522,0.03293875,0.00342497,0.00062038,0.00183127,0.0030266,0.00128906,0.0476872,0.02458824,0.00034973,0.00051912,0.01626596,0.00223633,0.04450747,1.948e-05,-2829360.9999990123,-1.8608561560147,-0.12463778125853565,-0.19580785963389644,-0.1254709178003524,0
9845089,9845089,CCCCCCNC=Cc1c(C)nn(CCC)c1C1CC1,4.602,5.074,5.369,5.858,6.131,6.3,6.517,6.637,6.843,7.156,7.168,7.218,7.291,7.354,7.405,7.463,7.542,7.591,7.646,7.677,7.72,7.73,7.81,7.831,7.882,7.889,7.9,7.94,7.983,8.01,8.047,8.111,8.116,8.151,8.173,8.213,8.24,8.288,8.296,8.346,8.387,8.404,8.444,8.446,8.476,8.501,8.643,8.656,8.739,8.812,0.17290123,0.3431188,0.02351644,0.07544879,0.03114163,0.14147859,0.15707851,0.0300882,0.00143457,0.00209015,0.00060317,0.00440305,0.00013477,0.00303079,0.00350664,0.00291928,0.00410639,0.00232659,0.00151132,0.00294284,0.00282929,0.01594612,0.00055413,0.04451387,0.06186339,0.04753877,0.01924891,0.00139994,0.02744,0.04767025,0.02246465,0.00957406,0.00118656,0.01057055,0.01585143,0.01447304,0.02690387,0.02111849,0.00554984,0.06711329,0.01500439,0.0048208,0.00020751,0.00182283,0.003769,0.04087184,0.00141804,0.01138722,0.00017027,0.00070844,4599571.9999983935,15.828764347473777,-1.64228781648464,-1.4771788206597272,-0.3826588942897429,1
9285803,9285803,CC(C)N1CCN(CCCN2CC(C)(N3CCCC3)C2)CC1,11.118,11.296,11.339,11.52,11.527,11.565,11.685,11.698,11.707,11.719,11.813,11.834,11.862,11.956,11.963,11.994,12.081,12.096,12.153,12.154,12.202,12.211,12.356,12.359,12.364,12.41,12.509,12.511,12.53,12.555,12.678,12.686,12.705,12.739,12.86,12.869,12.876,12.91,12.921,13.025,13.058,13.073,13.076,13.162,13.236,13.268,13.288,13.311,13.363,13.402,0.00116794,8.21e-05,0.02653234,0.00127846,0.02815259,0.00557165,0.01675224,0.00168726,0.00775267,0.00048092,0.00605901,0.00425762,0.01402401,0.00544593,0.0056308,0.00319184,0.00197762,0.00476602,0.00136766,0.00232509,0.00094204,0.00203627,0.01353617,0.01656707,0.02059069,0.00712417,0.00090999,0.0161944,0.0020955,0.01620411,0.00292502,0.0044778,0.01041341,0.01250535,0.00474458,0.00558253,0.00371649,0.01511027,0.03695673,0.00227442,0.00118276,0.00364291,0.00432164,0.01733285,0.00560591,0.00889514,0.004292,0.02181682,0.0209939,0.00612374,4040285.99999856,48.897201463821084,-8.81765240419051,0.13629830651528146,0.10245892356587764,1
3021223,3021223,N#Cc1ccc(CN2CCC(c3cc(C4CCOCC4)[nH]n3)CC2)o1,3.575,3.859,4.056,4.17,4.892,5.076,5.114,5.172,5.331,5.396,5.467,5.561,5.614,5.718,5.811,5.853,5.903,5.925,5.938,5.969,6.001,6.198,6.252,6.265,6.312,6.358,6.382,6.45,6.489,6.533,6.564,6.633,6.647,6.651,6.684,6.7,6.758,6.832,6.843,6.894,6.931,6.985,7.027,7.034,7.064,7.087,7.109,7.154,7.155,7.164,0.00037062,6.9e-07,1.51e-05,2.508e-05,0.00052601,0.00269117,0.26162537,7.54e-05,0.00071287,0.00650167,0.0013758,0.00064507,7.9e-07,0.001019,1.487e-05,0.0032732,6.503e-05,5.274e-05,6.332e-05,0.00956155,6.8e-07,3.48e-06,0.05510269,0.00012683,9.27e-06,0.00454916,0.00085548,1.385e-05,0.00142592,0.00037596,0.14186527,0.00011031,0.00030426,0.00573238,0.02114999,6.875e-05,0.0008165,9.852e-05,0.00016985,0.00033422,0.00016515,0.00075274,0.27178067,5.134e-05,0.02113805,0.00143955,0.0003116,0.01319913,0.00681961,0.00050969,-2224293.9999992265,5.225838219445407,-0.40837690235508545,-0.6537876533395962,-0.330061869195013,0
6912712,6912712,O=C(CC1(NC(=O)N2CCCN(c3nccs3)CC2)CCCC1)NCc1ccccc1,3.188,3.208,3.519,3.539,3.952,3.97,3.986,4.003,4.299,4.353,4.372,4.476,4.496,4.538,4.671,4.688,4.707,4.75,4.777,4.817,4.837,4.872,5.132,5.258,5.273,5.289,5.3,5.309,5.329,5.445,5.621,5.68,5.7,5.709,5.72,5.746,5.791,5.826,5.972,5.984,6.004,6.012,6.061,6.073,6.081,6.092,6.093,6.129,6.147,6.167,1.5e-07,2e-08,3.7e-07,1.48e-06,0.00146851,0.0003271,0.00655989,0.00397039,0.00048271,0.00107774,0.00076111,1.333e-05,1.149e-05,2.03e-06,0.16264498,0.00329618,0.00892462,0.02120604,0.06585077,4e-07,5.7e-07,0.00180253,9.963e-05,0.00070049,0.00063389,7e-08,9.884e-05,5e-08,8.53e-06,3.2e-06,0.01943086,0.00221911,5.903e-05,0.00049384,4.07e-06,0.00072103,0.00893527,4.92e-06,1e-08,0.00037937,0.0001691,0.00027813,3.646e-05,0.00039382,1.538e-05,0.00034114,0.00010875,0.0,0.00032561,9e-07,1667194.9999994175,-1.9093645271904554,0.17667066429185482,0.3520793029788157,-0.13723010830501978,3
6536118,6536118,C=C(C)COC(=O)CCc1nc(C2(C(C)=O)CCCCCC2)cs1,3.708,3.999,4.262,4.472,4.658,4.671,4.808,4.868,4.905,4.981,5.016,5.146,5.207,5.208,5.335,5.345,5.467,5.481,5.532,5.548,5.58,5.636,5.661,5.692,5.762,5.787,5.802,5.832,5.869,5.907,6.015,6.026,6.031,6.032,6.081,6.085,6.162,6.217,6.22,6.23,6.268,6.292,6.349,6.363,6.38,6.42,6.422,6.437,6.479,6.494,0.01552769,0.00056944,0.00070055,4.025e-05,8.5e-07,0.00267439,0.00074598,0.07694728,0.01623866,0.00055234,0.01295366,0.00427399,4.972e-05,0.00019567,6.841e-05,0.00087152,7.269e-05,0.00646595,0.00017974,6.9e-07,0.03131329,2.384e-05,0.0159371,0.002807,0.00013587,0.04114641,0.00444882,0.00509114,0.0002929,0.0070207,0.00154458,0.0045753,0.00046243,0.00332403,7.27e-06,0.00020256,0.00462612,3.509e-05,0.00555576,0.00044448,0.0051286,0.00429841,0.00019673,2.94e-06,0.00056255,0.00016418,0.00295713,0.03105909,0.00010333,0.00018182,1290600.99999955,1.599361389153506,-1.4065296232045195,-0.32223603482979735,-0.1005659673126471,3
9102147,9102147,CCOC(=O)Cn1cc(NC(=O)c2cc(C)c(OCC(=O)O)c(C)c2)cn1,3.424,3.454,3.606,3.747,4.253,4.282,4.334,4.39,4.402,4.481,4.574,4.58,4.66,4.719,4.78,4.867,4.878,4.913,4.977,5.032,5.24,5.256,5.316,5.334,5.355,5.38,5.403,5.427,5.498,5.529,5.541,5.545,5.623,5.626,5.672,5.705,5.714,5.754,5.774,5.824,5.846,5.855,5.86,5.906,6.001,6.017,6.027,6.048,6.093,6.131,0.01794123,0.07153462,0.01042797,0.00023204,0.00349067,0.00125971,5.73e-05,0.00024906,0.00634275,3.9e-07,0.00039089,3.956e-05,9.536e-05,0.00046139,0.01892961,0.0780832,0.07473199,0.06902842,9.775e-05,0.00110847,0.00734368,0.1672242,0.00015717,0.0001801,0.0007886,0.00028754,7.788e-05,0.00036199,0.000732,0.00522429,0.14037298,9.138e-05,0.14138361,0.00364947,0.00627383,0.00236687,5.464e-05,0.00093069,0.13857746,0.02811061,0.00451128,0.06334839,3.353e-05,0.028292,0.00132052,0.0239416,0.01198497,0.09553515,7.82e-06,0.11177395,3856629.9999986556,-1.5132403302980049,-0.7140885281394682,-0.16280222010552584,-0.016224778843569532,1
3268629,3268629,CC(C)CCOC1=CC=C(N2CC(O)C2)C1,3.993,5.501,5.963,6.452,6.555,6.683,6.878,6.962,7.075,7.167,7.271,7.347,7.456,7.661,7.935,8.055,8.093,8.169,8.33,8.424,8.524,8.639,8.793,8.823,8.902,9.033,9.204,9.211,9.255,9.273,9.414,9.453,9.531,9.573,9.674,9.71,9.825,9.956,10.024,10.071,10.3,10.423,10.429,10.53,10.549,10.668,10.693,10.732,10.78,10.852,0.31641893,0.00222549,1.169e-05,0.00206949,0.03962003,0.04063349,0.00107136,0.0248966,0.00309677,0.00878573,0.04935748,0.00202105,0.20007437,0.008119,0.00078828,0.00453748,0.06633513,0.00164984,3.373e-05,0.00431661,0.00084227,0.00948543,0.01087563,0.00028717,0.01028708,0.03294946,0.00076925,0.00956538,0.00652207,0.00111209,0.02203374,0.00973895,0.00700137,0.00938741,0.01307334,0.00044133,0.00567769,0.00729838,0.00368536,0.00057937,0.00199617,0.001146,0.00238198,0.00192324,0.00505235,0.01488936,0.00944544,0.00058443,0.00239886,0.01522823,-1976887.999999326,23.976398319151485,1.4884571372002422,0.564259744283424,-0.7265544148834744,0
5346005,5346005,Cn1cc(CC(=O)N2c3ccccc3C(CCN3CCCC3=O)c3ccccc32)c2ccccc21,3.291,3.394,3.593,3.633,3.735,3.736,3.8,3.829,3.833,3.853,3.884,3.892,3.973,4.016,4.049,4.076,4.109,4.168,4.175,4.217,4.424,4.464,4.576,4.604,4.628,4.649,4.657,4.687,4.722,4.791,4.815,4.827,4.861,4.902,4.904,4.909,4.919,4.973,5.018,5.058,5.07,5.083,5.135,5.155,5.174,5.198,5.27,5.338,5.434,5.458,0.00088849,3.615e-05,0.00935922,0.00123631,0.00122568,0.00040838,0.00292331,0.02670222,0.01286215,0.0026315,0.01892739,0.09405967,0.0122814,0.01982691,0.02259386,0.00336521,0.00209204,0.06586041,0.04250449,0.01245514,0.0044295,0.00177803,2.983e-05,0.00064061,0.00552687,0.00837285,0.0059856,0.00665839,0.00175915,0.00085403,0.000977,0.00203561,0.017265,0.0034729,0.00074124,0.00111438,0.00093873,0.00029956,6.624e-05,0.00522712,0.00288996,0.01314775,0.00147517,0.00286407,0.01989292,0.00059516,0.00274168,0.00316772,0.12682238,5.642e-05,100487.99999996996,-6.3824259435199036,-1.1327593933970803,0.5086255742791028,0.042921487176509565,4
8931405,8931405,O=CNC(COc1ccnc(C(F)(F)F)c1)NCCc1cccc2cccnc12,2.883,3.279,3.474,3.524,3.692,3.756,3.827,3.902,3.928,4.176,4.202,4.207,4.294,4.329,4.331,4.356,4.477,4.521,4.567,4.583,4.643,4.738,4.742,4.777,4.78,4.823,4.874,4.904,4.935,4.946,4.985,4.986,5.174,5.181,5.244,5.333,5.342,5.377,5.445,5.478,5.485,5.495,5.528,5.579,5.652,5.658,5.69,5.745,5.745,5.822,0.00026719,0.00092294,0.00351087,0.01097019,0.00010345,1.9e-06,0.00015907,0.04588099,0.00013829,9.703e-05,0.0240637,0.00144331,0.00171438,0.00253566,6.11e-06,7.68e-05,0.00076638,0.00070591,4.499e-05,0.00483052,0.00869581,4.883e-05,0.01997123,0.00123889,5.393e-05,0.0004228,0.0007737,0.00503909,0.00026972,0.01345927,0.00026993,2.602e-05,0.0011117,0.00196177,0.00049964,0.00043355,0.00046409,0.00306755,0.44286264,0.03966896,0.01570275,0.00016114,0.01172623,0.01073858,0.00334951,0.00042365,0.0596059,0.04357207,0.00074416,0.00023832,3685887.9999987152,-4.488593432181637,-0.34138238506702373,0.1841402804010059,-0.2908089015738179,1
6979017,6979017,CCOC(COC)N1CCC(c2c[nH]c3cc(F)ccc23)CC1,3.332,4.086,4.217,4.349,4.529,4.603,5.208,5.373,5.422,5.456,5.554,5.58,5.624,5.73,5.817,5.834,5.943,6.034,6.187,6.227,6.426,6.443,6.452,6.471,6.596,6.609,6.659,6.687,6.706,6.725,6.791,6.829,6.853,6.913,6.939,7.03,7.148,7.221,7.236,7.308,7.363,7.417,7.46,7.566,7.601,7.65,7.706,7.714,7.737,7.839,0.0002457,0.04263362,0.00051168,7.801e-05,0.00275991,0.05222633,0.00471201,0.06393863,7.43e-05,0.00342678,8.225e-05,0.0033023,0.00590339,0.22356808,0.14854441,0.07348635,0.0009495,0.00038064,0.01078813,0.13057502,0.01022427,0.0041106,0.03404391,0.0318146,7.907e-05,0.06887029,0.00128178,0.00038398,0.12666845,0.02497573,0.00079643,7.392e-05,0.00070968,0.00749903,8.455e-05,0.00085864,5.458e-05,3.283e-05,0.00399151,0.10016895,0.00136756,0.01785578,0.01079104,0.00013963,8.451e-05,0.00024943,0.0008056,0.13101821,0.00600579,0.00406589,1733499.9999993928,7.034812113852939,0.5523911013501368,-0.15659202822967844,-0.3860582562386577,3
8505757,8505757,C#CCCCCC(=O)OCCc1c(OCC)c2ccc(OC)cc2oc1=O,3.087,3.222,3.744,3.934,4.064,4.096,4.118,4.243,4.339,4.367,4.476,4.643,4.894,4.903,4.951,5.029,5.068,5.077,5.089,5.233,5.307,5.358,5.387,5.437,5.471,5.519,5.586,5.604,5.62,5.658,5.663,5.719,5.768,5.869,5.874,5.916,5.988,6.004,6.08,6.095,6.115,6.132,6.147,6.176,6.251,6.253,6.297,6.325,6.368,6.395,0.0012607,0.0002147,0.31896807,0.00460278,0.01220083,0.0057751,0.01013886,0.00367737,8.94e-06,1.361e-05,0.01044167,0.03894629,9.092e-05,0.00157192,0.00339146,0.00028244,0.00101559,0.00185287,0.00011886,0.00832703,0.09212277,0.00060253,0.00050924,0.00606555,0.0001411,0.00053415,0.04032737,0.00091213,0.0193256,0.02501221,0.06715955,0.05806092,0.09867977,0.04225375,0.01536336,0.00027719,0.12572682,0.01563243,0.00444188,0.12626252,0.12284922,0.10916277,0.0004338,0.00367786,6.251e-05,0.00959777,0.04909268,0.00046287,0.0001923,0.00223455,3260239.999998863,-0.5014924085794998,0.05839050447647,-0.14612130955573227,0.019651871973307502,1
763007,763007,CC=C(O)c1ccccc1NC(=O)CCCCN(C)CCN1CCCCC1,3.327,3.549,3.619,3.841,3.958,4.1,4.137,4.219,4.527,4.942,4.966,5.04,5.258,5.332,5.503,5.548,5.572,5.589,5.617,5.703,5.726,5.741,5.76,5.77,5.815,5.931,5.961,5.976,5.985,6.054,6.119,6.192,6.198,6.21,6.274,6.28,6.325,6.36,6.421,6.434,6.465,6.476,6.497,6.503,6.506,6.607,6.675,6.681,6.693,6.727,1.025e-05,1.89e-05,9.55e-06,4.46e-06,0.00681848,0.03619654,0.0434564,0.00536709,0.04067153,0.20039327,3.322e-05,3.112e-05,1.753e-05,6.646e-05,0.00034116,0.00107935,0.04287709,0.06741281,0.0056255,0.00509792,0.00022061,0.00216491,0.00466595,4.355e-05,0.06545274,0.15785816,0.00039528,0.00999512,0.0196794,0.01863189,0.00514487,0.00464732,0.00698015,0.00457788,0.01128839,0.00139907,0.03370457,0.03598653,0.0051753,0.00339143,0.00689686,0.00862328,0.00029068,0.00033724,0.00600455,0.21724843,0.02970363,0.00891836,0.00521033,0.00089228,-4482509.999998435,1.9183882124251492,0.3058693781503162,-0.6938277394590286,0.4142458000495948,2
6265216,6265216,O=C(NN(c1ccccc1)C1CCCC1)C1=NC=NNC(C(F)F)=C1,1.074,1.769,1.788,2.619,2.787,2.912,3.222,3.511,3.57,3.864,3.883,4.021,4.06,4.113,4.158,4.266,4.362,4.413,4.594,4.616,4.679,4.689,4.723,4.779,4.83,4.879,4.913,4.973,5.078,5.117,5.146,5.325,5.416,5.417,5.51,5.585,5.637,5.64,5.653,5.756,5.771,5.823,5.846,5.89,5.926,5.977,6.04,6.072,6.118,6.193,0.00152816,0.00269129,0.00109912,0.00017696,0.00390658,0.00118448,0.00035541,0.00012336,0.00047347,0.00092031,0.00073356,0.00242384,0.02363355,0.01003404,0.00021423,0.00109049,0.00028844,0.00447144,0.0101794,0.033995,0.05389434,0.04237989,0.03649295,0.02096593,0.03245686,0.00077423,0.00654513,0.02917048,0.01236219,0.03606494,0.07452461,0.01975216,0.00035208,0.00359346,0.00400306,0.07958794,0.00299293,0.00136415,0.00240425,0.01738641,0.02930992,0.01167691,0.0286168,0.00126793,0.00433893,0.00607257,0.00708751,0.04751984,0.01925658,0.21711945,1019698.9999996481,-4.618440997702641,3.2009699836986782,-0.5386967045754675,-0.7329357092265802,4
5201672,5201672,CCn1nc(C)c(Cc2nc(C3(C(=O)OC(C)(C)C)CCCC3)no2)c1C1CC1,4.653,4.846,4.998,5.19,5.492,5.674,5.706,5.712,5.78,5.858,5.903,6.004,6.117,6.229,6.258,6.291,6.309,6.322,6.35,6.371,6.398,6.412,6.429,6.539,6.547,6.591,6.599,6.664,6.733,6.801,6.832,6.868,6.88,6.911,6.943,7.047,7.055,7.079,7.117,7.123,7.127,7.162,7.166,7.205,7.213,7.215,7.228,7.277,7.291,7.323,0.00500361,0.01110181,0.00676945,0.00083312,0.00230658,0.00077024,0.00127393,0.00059424,0.00962093,0.00062522,0.09788148,0.0344909,0.04585728,0.03317952,0.00624272,0.00166173,0.00333776,0.01080229,0.02413959,0.00375057,0.01803208,0.03805235,0.05452753,0.00893213,0.00035662,0.0016918,0.0378155,0.00017013,0.04904255,0.01481242,0.01678502,0.00379152,0.00224513,0.00071561,0.00113377,0.00130288,0.00035997,0.0203214,0.00293497,0.00104179,0.00016142,0.00104626,0.00832498,0.00613486,0.00735608,0.01776912,0.00074371,0.07334468,0.12347083,0.00154721,-43844.99999999017,7.568476343665733,-2.305577020814936,-0.42898760210303266,-0.14173521347894905,4
2264634,2264634,CC(C)OC1=CC=C(CCCOC(=O)c2ccc(=O)n(C)c2)CC1,2.636,3.195,3.313,3.472,3.516,3.794,3.87,4.072,4.148,4.161,4.191,4.217,4.327,4.349,4.439,4.61,4.685,4.91,5.048,5.144,5.183,5.269,5.301,5.358,5.588,5.601,5.608,5.648,5.69,5.744,5.767,5.821,5.825,5.922,5.974,6.0,6.036,6.058,6.075,6.131,6.154,6.242,6.247,6.248,6.271,6.283,6.302,6.324,6.395,6.487,0.00021554,4.5e-07,0.00115474,4.073e-05,8.36e-06,0.05476942,1.3e-06,1.538e-05,0.00040554,0.00865157,0.00156197,0.23344646,0.00692179,0.00012586,0.05437131,0.00031315,0.24108283,0.00262664,0.00202343,7.085e-05,0.00191471,0.01062444,0.00965927,0.00050358,0.000665,0.00293819,0.00898033,0.00049775,0.00085757,0.00660444,0.05527989,0.00126644,0.00090975,0.05400057,0.00366861,0.02287415,0.00065922,0.00295522,0.00191809,0.04031428,0.04684946,0.00297335,0.17406503,0.00031387,0.00139756,0.01785577,0.04479868,0.00021668,0.0426387,0.00206358,-2980882.9999989606,-1.088611888518735,1.2750326546624422,0.32549333595463803,0.28704118799355355,0
5169563,5169563,N#CCCc1ccc(NS(=O)(=O)NCC(=O)Nc2ccc(F)c(F)c2)cc1,3.27,3.283,4.015,4.043,4.078,4.096,4.222,4.286,4.448,4.456,4.538,4.596,4.621,4.668,4.81,4.912,5.033,5.049,5.083,5.094,5.218,5.234,5.263,5.279,5.344,5.485,5.502,5.545,5.552,5.568,5.587,5.64,5.683,5.752,5.769,5.807,5.834,5.836,5.862,5.897,5.942,5.957,6.012,6.025,6.049,6.076,6.103,6.118,6.129,6.151,0.01437732,0.00325076,0.00075461,0.00446346,0.00279666,0.25834379,0.00293185,0.00028186,0.03631103,0.01915458,0.00063921,0.01682201,0.00669742,0.00733905,0.00326661,0.21097721,0.00819797,0.00192871,0.0017921,0.04052636,0.05523098,0.01396598,0.00042452,0.00056908,0.00068625,0.01156559,1.622e-05,0.00039805,0.00203113,0.00466501,0.03327777,0.01934622,0.00034399,0.00243864,0.00037091,5.974e-05,0.00873953,0.00137744,0.00286461,0.17846614,0.16078353,0.00256445,0.00061739,0.0042516,0.00037883,0.00023265,0.02251336,0.0035479,0.02506062,0.06986651,-75953.99999997337,-1.1766202346492987,-0.5126154138300731,-0.08285708319927784,0.06782828052148698,4
10216088,10216088,Cc1ccc(O)c(CNC(=O)Nc2ccc(F)cc2C2CC2)c1,4.009,4.02,4.145,4.233,4.309,4.558,4.572,4.658,4.708,4.777,4.795,4.96,5.016,5.118,5.295,5.356,5.482,5.505,5.702,5.8,5.834,5.869,5.885,5.893,5.954,5.963,6.025,6.044,6.084,6.273,6.28,6.311,6.343,6.35,6.382,6.399,6.402,6.412,6.44,6.447,6.462,6.476,6.497,6.55,6.565,6.584,6.633,6.744,6.794,6.821,0.00037494,0.00067412,0.00010248,0.01969014,0.05791427,0.00068334,0.00424366,0.06025584,0.00017435,0.01544703,0.00048692,0.00149931,0.28775212,0.00136047,6.31e-06,0.04935729,0.02297569,0.00435884,0.00582582,0.001252,5.164e-05,0.17032587,0.0388441,0.00180789,0.1553979,0.14720702,0.00055293,3.817e-05,0.00739755,0.00775529,0.01068825,0.00237713,0.2006147,0.11691816,0.20201465,0.00784919,0.02271926,0.0004278,0.05657042,0.07301341,0.11286245,0.02281479,0.01145892,0.08562884,0.00053733,0.00017078,0.01278765,0.00173993,0.00010126,0.09243778,4970570.999998266,2.5216724221515165,-0.5471932827566399,0.0831496403659816,0.6519899954456709,1
